CENTRE NAME,SERVICE CODE,PHONE NUMBER,LATITUDE,LONGITUDE,SERVICE DAY,HALL,CAMPUS,APOSTLE,Apostleship
BANI,26,233774960495,5.656591,-0.181084,WEDNESDAY,BANI,Legon Pent City,Njeru,Kent Njeru
BANI BLOCK C,187,233515461840,5.636202,-0.187243,WEDNESDAY,BANI,Legon Pent City,Njeru,Kent Njeru
BANI BLOCK D,188,233494926119,5.637274,-0.186079,FRIDAY,BANI,Legon Pent City,Njeru,Kent Njeru
CMIOTSO CAMPUS BASEMENT,567,233661013433,5.762425,0.081746,SATURDAY,CENTRAL MIOTSO,CENTRAL MIOTSO,Njeru,Kent Njeru
CMIOTSO CAMPUS STARLEYS,568,233004765444,5.765451,0.061185,THURSDAY,CENTRAL MIOTSO,CENTRAL MIOTSO,Njeru,Kent Njeru
CMIOTSO GIG,566,233872462965,5.760639,0.075064,THURSDAY,CENTRAL MIOTSO,CENTRAL MIOTSO,Njeru,Kent Njeru
CMIOTSO MAIN CAMPUS,90,233300684621,5.772852,0.083646,THURSDAY,CENTRAL MIOTSO,CENTRAL MIOTSO,Njeru,Kent Njeru
CMIOTSO QUEENS COURT,439,233384012653,5.757684,0.070158,FRIDAY,CENTRAL MIOTSO,CENTRAL MIOTSO,Njeru,Kent Njeru
EVANDY,28,233180491734,5.63708,-0.184411,THURSDAY,EVANDY,Legon Pent City,Njeru,Kent Njeru
EVANDY BLOCK C,189,233778341349,5.66314,-0.179665,FRIDAY,EVANDY,Legon Pent City,Njeru,Kent Njeru
LEGON BANI B,110,233884618445,5.657531,-0.182151,THURSDAY,BANI,Legon Pent City,Njeru,Kent Njeru
LEGON EVANDY BLOCK B,106,233844754087,5.663104,-0.181578,WEDNESDAY,EVANDY,Legon Pent City,Njeru,Kent Njeru
LEGON EVANDY BLOCK D,552,233223188678,5.656466,-0.182182,WEDNESDAY,EVANDY,Legon Pent City,Njeru,Kent Njeru
LEGON PENTAGON BLOCK A,104,233513825321,5.666394,-0.18215,THURSDAY,PENTAGON BLOCK,Legon Pent City,Njeru,Kent Njeru
LEGON PENTAGON BLOCK B,112,233580909560,5.636179,-0.187243,THURSDAY,PENTAGON BLOCK B,Legon Pent City,Njeru,Kent Njeru
LEGON PENTAGON BLOCK B WEST,551,233782941859,5.657543,-0.182151,WEDNESDAY,PENTAGON BLOCK B,Legon Pent City,Njeru,Kent Njeru
LEGON PENTAGON OTHERS,428,233333038660,5.637455,-0.186079,WEDNESDAY,PENTAGON BLOCK C,Legon Pent City,Njeru,Kent Njeru
LEGON TF BLOCK B,113,233596408488,5.63708,-0.184411,WEDNESDAY,TF,Legon Pent City,Njeru,Kent Njeru
MARITIME,36,233338548566,5.608519,-0.062973,THURSDAY,WISCONSIN,MARITIME,Njeru,Kent Njeru
PENTAGON,33,233379976542,5.635369,-0.188507,THURSDAY,PENTAGON BLOCK C,Legon Pent City,Njeru,Kent Njeru
PENTAGON AC,183,233473472517,5.658645,-0.180808,THURSDAY,OLD PENTAGON,Legon Pent City,Njeru,Kent Njeru
PENTAGON BLOCK C EAST,184,233916841591,5.66314,-0.179665,THURSDAY,PENTAGON BLOCK C,Legon Pent City,Njeru,Kent Njeru
PENTAGON DC,185,233843945030,5.635369,-0.188507,THURSDAY,PENTAGON BLOCK,Legon Pent City,Njeru,Kent Njeru
PENTAGON KC,186,233319924152,5.656546,-0.181953,TUESDAY,OLD PENTAGON,Legon Pent City,Njeru,Kent Njeru
TF,34,233195962476,5.658645,-0.180808,THURSDAY,TF,Legon Pent City,Njeru,Kent Njeru
TN WISCONSIN,58,233606120474,5.67206,-0.189949,THURSDAY,WISCONSIN,WISCONSIN,Njeru,Kent Njeru
WISCONSIN ADJEI MENSAH,467,233421226528,0,0,THURSDAY,WISCONSIN,WISCONSIN,Njeru,Kent Njeru
WISCONSIN FLOWERS,251,233873911061,5.670415,-0.18955,WEDNESDAY,WISCONSIN,WISCONSIN,Njeru,Kent Njeru
WISCONSIN INT HOSTEL,103,233517322709,5.688067,-0.203518,THURSDAY,WISCONSIN,WISCONSIN,Njeru,Kent Njeru
