CENTRE NAME,SERVICE CODE,PHONE NUMBER,LATITUDE,LONGITUDE,SERVICE DAY,COMMUNITY,TOWN,APOSTLE,Apostleship
WISCONSIN HAATSO SUPERMARKET,285,233998977371,5.667563,-0.207868,THURSDAY,HAATSO 2,HAATSO,Kumatey,Maxwell Kumatey
WISCONSIN MADINA BARRIER,303,233262623018,0,0,THURSDAY,MADINA 4,AGBOGBA/MADINA,Kumatey,Maxwell Kumatey
WISCONSIN MADINA NEWSITE,306,233060647530,0,0,SATURDAY,MADINA 3,MADINA,Kumatey,Maxwell Kumatey
WISCONSIN MADINA SPRINGBOARD,305,233611706090,0,0,WEDNESDAY,MADINA 3,AGBOGBA/MADINA,Kumatey,Maxwell Kumatey
WISCONSIN MILE 7,320,233989672816,5.6286914,-0.2511711,WEDNESDAY,OFANKOR,OFANKOR,Kumatey,Maxwell Kumatey
WISCONSIN NORTH LEGON LIBYA QUARTERS,218,233760138799,5.677574,-0.181459,THURSDAY,MADINA 6,MADINA,Kumatey,Maxwell Kumatey
WISCONSIN POKUASE,419,233479982505,5.690787,-0.280582,THURSDAY,POKUASE,POKUASE,Kumatey,Maxwell Kumatey
WISCONSIN POKUASE AMOMORLEY,484,233354017915,0,0,THURSDAY,POKUASE,POKUASE,Kumatey,Maxwell Kumatey
WISCONSIN POKUASE MAYERA,429,233028553076,0,0,WEDNESDAY,POKUASE,POKUASE,Kumatey,Maxwell Kumatey
WISCONSIN POWERLAND,571,233359080780,0,0,THURSDAY,WESTLANDS,WESTLANDS,Kumatey,Maxwell Kumatey
WISCONSIN SARFOA,418,233258053858,0,0,THURSDAY,OFANKOR,OFANKOR,Kumatey,Maxwell Kumatey
WISCONSIN TAIFA BURKINA,374,233432406475,0,0,THURSDAY,OFANKOR,OFANKOR,Kumatey,Maxwell Kumatey
WISCONSIN WEST LEGON GARDEN,523,233427291641,0,0,THURSDAY,WESTLANDS 3,WESTLANDS,Kumatey,Maxwell Kumatey
WISCONSIN WEST LEGON GRACE,522,233792434316,0,0,THURSDAY,WESTLANDS 3,WESTLANDS,Kumatey,Maxwell Kumatey
ABLEKUMA AGAPE TOP,482,233942574290,5.37038,-0.18204,THURSDAY,ABLEKUMA CENTRAL,ABLEKUMA,Lamptey,Ludwig Lamptey
ABLEKUMA CENTRE,68,233616528140,5.624315,-0.29783,THURSDAY,ABLEKUMA CENTRAL,ABLEKUMA,Lamptey,Ludwig Lamptey
ABLEKUMA ONYINASI,447,233841353466,5.62822,-0.30972,THURSDAY,ABLEKUMA SOUTH,ABLEKUMA,Lamptey,Ludwig Lamptey
AWUDOME,75,233981785161,5.5703397,-0.2335493,WEDNESDAY,NORTH-KANESHIE EAST,NORTH KANESHIE,Lamptey,Ludwig Lamptey
GBAWE CENTRE,66,233298344337,5.34233,-0.18212,THURSDAY,GBAWE MALLAM,GBAWE,Lamptey,Ludwig Lamptey
GBAWE GRAVEL JUNCTION,469,233712509229,5.34436,-0.17458,THURSDAY,NEW GBAWE,GBAWE,Lamptey,Ludwig Lamptey
GBAWE TOPBASE,479,233838452127,5.68003,-0.314957,WEDNESDAY,NEW GBAWE,GBAWE,Lamptey,Ludwig Lamptey
GTUC ABEKA,178,233834758409,5.6003063,-0.2290546,THURSDAY,NORTH-KANESHIE NORTH,NORTH KANESHIE,Lamptey,Ludwig Lamptey
GTUC DEMOD,296,233051732098,5.5883672,-0.243682,WEDNESDAY,NORTH-KANESHIE WEST,NORTH KANESHIE,Lamptey,Ludwig Lamptey
GTUC HOLY TRINITY,389,233221241205,5.587861,-0.230263,WEDNESDAY,NORTH-KANESHIE SOUTH,NORTH KANESHIE,Lamptey,Ludwig Lamptey
GTUC SWANLAKE,123,233699684909,5.5767106,-0.2266128,THURSDAY,NORTH-KANESHIE EAST,NORTH KANESHIE,Lamptey,Ludwig Lamptey
LAPAZ CHANTAN,524,233646309687,5.62422,-0.25159,THURSDAY,LAPAZ TABORA,LAPAZ,Lamptey,Ludwig Lamptey
LAPAZ COSMOS,507,233992724060,5.610673,-0.256248,THURSDAY,LAPAZ SOUTH,LAPAZ,Lamptey,Ludwig Lamptey
LAPAZ ISRAEL,499,233348408833,5.631598,-0.271703,THURSDAY,LAPAZ TABORA,LAPAZ,Lamptey,Ludwig Lamptey
LAPAZ RACECOURSE,214,233158081606,5.612086,-0.269011,WEDNESDAY,LAPAZ TABORA,LAPAZ,Lamptey,Ludwig Lamptey
LAPAZ SIX TO SIX,275,233007034945,5.61864,-0.25346,TUESDAY,LAPAZ SOUTH,LAPAZ,Lamptey,Ludwig Lamptey
LAPAZ TABORA,505,233579030431,5.618812,-0.260637,THURSDAY,LAPAZ TABORA,LAPAZ,Lamptey,Ludwig Lamptey
TN LAPAZ PREMIER,55,233227794504,5.600504,-0.241435,THURSDAY,LAPAZ SOUTHEAST,LAPAZ,Lamptey,Ludwig Lamptey
ADJIRINGANOR AMERICAN HOUSE,280,233946199314,5.649234,-0.151144,THURSDAY,ADJIRINGANOR,EAST LEGON,Nakoja,Isaac Nakoja
ADJIRINGANOR DZEYON,315,233814982100,5.659323,-0.132294,THURSDAY,ADJIRINGANOR,EAST LEGON,Nakoja,Isaac Nakoja
ADJIRINGANOR GHANA-CANADA,279,233782835958,5.653732,-0.113895,THURSDAY,ADJIRINGANOR,EAST LEGON,Nakoja,Isaac Nakoja
ADJIRINGANOR MANET,357,233174689716,5.644418,-0.135254,THURSDAY,ADJIRINGANOR,EAST LEGON,Nakoja,Isaac Nakoja
ASHALEY BOTWE MARADONA,249,233531185514,5.68009,0.13774,THURSDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
ASHALEY BOTWE NANA JUNCTION,256,233400452474,5.68922,-0.11194,FRIDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
ASHALEY BOTWE PEACE ACADEMY,253,233552200491,5.67851,0.14425,THURSDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
ASHALEY BOTWE SCHOOL JUNCTION WEST,259,233185774136,5.67832,0.12167,WEDNESDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
ASHIAMAN,23,233810934227,5.688056,-0.039753,THURSDAY,ASHAIMAN,ASHAIMAN,Nakoja,Isaac Nakoja
ASHIAMAN LEBANON,301,233059809033,5.705637,-0.043604,THURSDAY,ASHAIMAN,ASHAIMAN,Nakoja,Isaac Nakoja
ASHIAMAN NEW TOWN,300,233582189243,5.701095,-0.038779,THURSDAY,ASHAIMAN,ASHAIMAN,Nakoja,Isaac Nakoja
ASHIAMAN VALCO FLAT,480,233001234355,5.691257,-0.02812,SATURDAY,ASHAIMAN,ASHAIMAN,Nakoja,Isaac Nakoja
CENTRAL UNI PRAMPRAM,99,233984899002,5.716205,0.106113,THURSDAY,DAWHENYA,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
CMIOTSO COMMUNITY 22,308,233830733507,5.7177229,-0.0100868,WEDNESDAY,SAKI,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
CMIOTSO JOY4FAME,181,233229023504,5.758851,0.045466,THURSDAY,SAKI,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
CMIOTSO MAKARIOS,230,233144067165,5.75788,0.054413,WEDNESDAY,DAWHENYA,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
COMMUNITY 25,243,233260994344,5.745537,0.039652,THURSDAY,25 COMMUNITY,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
EAST LEGON MEMPEASEM,171,233490478101,5.646762,-0.167311,WEDNESDAY,MEMPEASEM,EAST LEGON,Nakoja,Isaac Nakoja
EAST LEGON PVCI,356,233584918232,5.6136349,-0.2322274,FRIDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA ESTATE MAMA LIT,348,233682107007,5.6706213,-0.1692877,THURSDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA ESTATE OGBODJO,162,233338669846,5.670129,-0.162003,THURSDAY,MADINA ESTATE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA ESTATE ZONE 10,163,233761884884,5.673516,-0.140436,THURSDAY,OGBOJO,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA FIRESTONE,85,233003094572,5.66968,-0.1644181,WEDNESDAY,MADINA FIRESTONE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA FIRESTONE BETHEL,169,233236720317,5.666511,-0.162844,THURSDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA OGBOJO JESUS,476,233852083488,5.668131,-0.159106,THURSDAY,MADINA ESTATE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA OGBOJO KING DAVID,477,233480607347,5.673701,-0.162098,THURSDAY,SOCIAL WELFARE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MADINA OGBOJO PENTECOST,475,233438118852,5.673701,-0.137876,THURSDAY,MADINA ESTATE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
MARITIME ABLADE,282,233275787419,5.605692,-0.061393,THURSDAY,SAKUMONO,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
MARITIME TESHIE CAMP 2,456,233916966614,0,0,WEDNESDAY,SAKUMONO,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
OGBOJO DZEN AYOR CHARISMATA,346,233183832990,5.5749,-0.1536,THURSDAY,OGBOJO,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
OGBOJO ESTATE GRACE,388,233907387266,5.673405,-0.162627,THURSDAY,MADINA ESTATE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
OGBOJO GRACE CENTER,502,233548348673,5.6699,-0.139,WEDNESDAY,OGBOJO,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
OGBOJO HIS GLORY ALONE,347,233322243641,5.666037,-0.142159,THURSDAY,OGBOJO,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
OGBOJO HIS PRESENCE,82,233337638222,5.677653,-0.16071,THURSDAY,SOCIAL WELFARE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
OGBOJO HOLY SPIRIT,503,233759661298,5.680838,-0.155942,THURSDAY,SOCIAL WELFARE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
OGBOJO SHALOM CENTER,500,233786823217,5.67007,-0.14503,THURSDAY,OGBOJO,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
SAKI NUMBER ONE,310,233014377540,5.740007,-0.015895,TUESDAY,GBETSILE,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
SAKUMONO,215,233736049180,5.613177,-0.046774,THURSDAY,SAKUMONO,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX ANAGKAZO,182,233265840393,5.627955,-0.115752,WEDNESDAY,SPINTEX,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX CENTRE,65,233566410367,5.624043,-0.091153,WEDNESDAY,SPINTEX,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX LASHIBI,219,233790061466,5.647553,-0.060277,THURSDAY,SPINTEX,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX MANET,180,233051760537,5.636668,-0.125636,THURSDAY,SPINTEX,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX PALACE,576,233253192637,5.626848,-0.153549,FRIDAY,PALACE,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX SHEMEN,138,233004634312,5.6234,-0.106749,THURSDAY,SPINTEX,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
SPINTEX TESHIE-ESTATE CENTRE,556,233327879130,5.604024,-0.100466,WEDNESDAY,SPINTEX,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
TEMA COMMUNITY 2,160,233671792948,5.631359,-0.016419,THURSDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TEMA COMMUNITY 23,135,233723117006,5.677238,-0.063605,THURSDAY,ASHAIMAN,ASHAIMAN,Nakoja,Isaac Nakoja
TEMA COMMUNITY 7,314,233088527305,5.657721,-0.010813,THURSDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TEMA EAST,98,233282654470,5.6400694,0.0008128,THURSDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TEMA SOUTH,124,233585110353,5.6709527,-0.0107044,THURSDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TESHIE FIRST JUNCTION,220,233225697364,5.5968651,-0.1044694,THURSDAY,TESHIE,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
TESHIE LASCALA,222,233055029176,0,0,FRIDAY,TESHIE,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
TESHIE TEBIBIANO,221,233512063195,5.601289,-0.12644,THURSDAY,TESHIE,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
TN EAST LEGON CHURCH PLANTING,49,233481954305,5.643321,-0.166488,WEDNESDAY,OKPONGLO,EAST LEGON,Nakoja,Isaac Nakoja
TN TEMA,15,233375519892,5.661957,-0.01952,THURSDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TN TEMA COMMUNITY 3,298,233147268140,5.6652496,-0.0278376,THURSDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TN TEMA COMMUNITY 5,299,233277419289,5.645258,-0.018583,FRIDAY,TEMA,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TN TEMA NEW TOWN,425,233645306127,5.657721,-0.010813,THURSDAY,,TEMA/ASHAIMAN,Nakoja,Isaac Nakoja
TN TESHIE,13,233677542750,5.606319,-0.116101,THURSDAY,TESHIE,TESHIE/SPINTEX,Nakoja,Isaac Nakoja
TN UDL,17,233645606882,5.726423,-0.003319,THURSDAY,SAKI,SAKI/DAWHENYA,Nakoja,Isaac Nakoja
UPSA ADENTA FILING,375,233374346119,5.690535,-0.17031,THURSDAY,ADENTA,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA ADENTA NEW SITE,464,233037373531,5.7104483,-0.1739262,THURSDAY,ADENTA,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA ADENTA ZION,572,233152959459,5.7056,0.1716,THURSDAY,ADENTA,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA AMPLIFY YOUR MINISTRY,63,233754712459,5.651305,-0.160157,THURSDAY,VERONY,EAST LEGON,Nakoja,Isaac Nakoja
UPSA ASHALEY BOTWE,95,233761926230,5.68943,0.13453,THURSDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
UPSA CORNERSTONE (AGENDA),62,233407096202,5.667753,-0.169285,WEDNESDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA EAST LEGON ACACIA,562,233715943735,5.6532742,-0.1553465,WEDNESDAY,VERONY,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON ALLOS,564,233668882823,5.6462775,-0.165096,WEDNESDAY,VERONY,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON ANOINTED CENTER,392,233146360666,5.646762,-0.167311,WEDNESDAY,MEMPEASEM,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON BAWALESHIE,167,233485754285,5.643321,-0.166488,WEDNESDAY,MEMPEASEM,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON GARNET,573,233043532337,5.6546238,0.1620192,WEDNESDAY,VERONY,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON GOOD GENERAL,393,233592598811,5.6416537,-0.1741659,WEDNESDAY,OKPONGLO,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON OTHERS CENTER,391,233534437570,5.5501642,-0.2006732,WEDNESDAY,OKPONGLO,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON REHOBOTH,563,233520435902,5.6546238,-0.1620192,WEDNESDAY,VERONY,EAST LEGON,Nakoja,Isaac Nakoja
UPSA EAST LEGON SHEMEN,387,233964213033,5.651305,-0.160157,WEDNESDAY,VERONY,EAST LEGON,Nakoja,Isaac Nakoja
UPSA FIRESTONE DOKU,316,233219458908,5.6884575,-0.1685004,THURSDAY,MADINA FIRESTONE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA FIRESTONE MADINA MUSTARD SEED,483,233712011385,5.66968,-0.164418,THURSDAY,MADINA FIRESTONE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA GOSPEL,100,233638159167,5.664243,-0.159133,THURSDAY,MADINA ESTATE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA HOLY HILL,545,233523987110,5.659268,-0.166292,THURSDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA JAPAN MOTORS,126,233113402707,5.68781,0.13247,WEDNESDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
UPSA LA NKWATANANG,97,233937473192,5.682929,-0.170882,WEDNESDAY,LA NKWANTANANG,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA ESTATE NO. BOB SCHOOL,404,233549731074,5.6674765,-0.147311,THURSDAY,OGBOJO,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA ESTATE SYKA,402,233032881234,5.668482,-0.152254,THURSDAY,MADINA ESTATE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA FIRESTONE AMPLIFY,560,233976239847,5.686256,-0.165583,SATURDAY,MADINA FIRESTONE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA FIRESTONE BARRIER,558,233675334478,5.694524,-0.171752,WEDNESDAY,FIRESTONE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA FIRESTONE CENTRAL,561,233988030556,5.667535,-0.169404,SATURDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA FIRESTONE RITZ,559,233630020504,5.686256,-0.165583,SATURDAY,,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA MADINA FIRESTONE SOUTH,379,233462917651,5.667753,-0.169285,WEDNESDAY,MADINA FIRESTONE,MADINA TOWNSHIP,Nakoja,Isaac Nakoja
UPSA SHIASHIE,94,233505342706,5.627938,-0.164687,THURSDAY,SHIASHIE,EAST LEGON,Nakoja,Isaac Nakoja
UPSA TEL AVIV,170,233756771243,5.68698,0.1592,THURSDAY,ASHALEY BOTWE,ASHALEY BOTWE,Nakoja,Isaac Nakoja
ADENTA BARRIER,530,233437716980,5.696351,-0.170101,THURSDAY,NEW SITE,ADENTA,Ngwato,Kenny Ngwato
ADENTA CONTAINER,528,233664545130,5.712671,-0.143635,THURSDAY,RITZ JUNCTION,ADENTA,Ngwato,Kenny Ngwato
ADENTA HOUSING DOWN,527,233597064416,5.708634,-0.150787,THURSDAY,FOSTER HOME,ADENTA,Ngwato,Kenny Ngwato
ADENTA MANTEY FARMS,525,233004300904,5.725263,-0.165844,WEDNESDAY,AMRAHIA,ADENTA,Ngwato,Kenny Ngwato
ADENTA NEW LEGON,529,233359348714,5.709333,0.127954,THURSDAY,COMMANDOS RESEARCH,ADENTA,Ngwato,Kenny Ngwato
ADENTA NEW SITE,526,233091900675,5.710116,-0.171597,THURSDAY,AMANFROM,ADENTA,Ngwato,Kenny Ngwato
FOSTER HOME,91,233246913597,5.734327,-0.152725,THURSDAY,RITZ JUNCTION,ADENTA,Ngwato,Kenny Ngwato
VALLEY VIEW ASHIYIE,129,233029233076,5.741644,-0.155115,THURSDAY,COMMANDOS RESEARCH,ADENTA,Ngwato,Kenny Ngwato
VALLEY VIEW TEIMAN,136,233210444370,5.753702,-0.177953,THURSDAY,NEW SITE,ADENTA,Ngwato,Kenny Ngwato
VVU OYIBI ADENTA SDA,208,233530955808,5.699334,-0.169236,THURSDAY,OYIBI,ADENTA,Ngwato,Kenny Ngwato
VVU OYIBI AMARHIA SOUTH,232,233665375194,5.7610299,-0.1415455,THURSDAY,AMANFROM,OYIBI,Ngwato,Kenny Ngwato
VVU OYIBI COMMANDOS RESEARCH,233,233790090736,5.720671,-0.144672,THURSDAY,GOOD NEWS BIBLE SEMINARY,ADENTA,Ngwato,Kenny Ngwato
VVU OYIBI GOOD NEWS,43,233650349308,5.8124684,-0.1224388,THURSDAY,OYIBI,OYIBI,Ngwato,Kenny Ngwato
VVU OYIBI MALEJOR,201,233288094919,5.7766067,-0.1391745,THURSDAY,AMRAHIA,OYIBI,Ngwato,Kenny Ngwato
VVU OYIBI RITZ JUNCTION,209,233784548164,5.688266,-0.168304,THURSDAY,DODOWA,ADENTA,Ngwato,Kenny Ngwato
VVU VALLEY VIEW AMARHIA,131,233719342737,5.7641277,-0.1492488,THURSDAY,DODOWA,OYIBI,Ngwato,Kenny Ngwato
VVU VALLEY VIEW DODOWA,134,233099226209,5.8151618,-0.1188838,THURSDAY,GOOD NEWS BIBLE SEMINARY,OYIBI,Ngwato,Kenny Ngwato
AP ACCRA NEW TOWN,278,233760538829,5.5593,-0.2417,THURSDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP ADABRAKA ATP,142,233660537811,5.564365,-0.210261,WEDNESDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP ADABRAKA CHAMPION,369,233631838133,5.5722,-0.2727,WEDNESDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP ADABRAKA MARKET CENTRE,411,233328309413,5.585889,-0.2595582,WEDNESDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP AGBOGBLOSHIE,276,233144762553,5.5801,-0.267367,THURSDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP AGBOGBLOSHIE GIRLS HOSTEL,492,233358609206,5.5429,0.2549,WEDNESDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP ASYLUM DOWN,273,233766837817,5.570883,-0.254556,WEDNESDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AP KOKOMLEMLE,143,233269038110,5.551448,-0.215965,WEDNESDAY,ADABRAKA,ADABRAKA,Opoku,Frank Opoku
AWOSHIE,555,233357850184,0,0,WEDNESDAY,ODORKOR,ODORKOR,Opoku,Frank Opoku
BUBUASHIE,173,233294243749,5.563681,-0.257471,THURSDAY,DANSOMAN NORTH,DANSOMAN,Opoku,Frank Opoku
DANSOMAN AKOKO PHOTO,229,233477611342,5.563088,-0.242922,THURSDAY,DANSOMAN EAST,DANSOMAN,Opoku,Frank Opoku
DANSOMAN B-OPOKU,400,233411956347,5.5372584,-0.2321646,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
DANSOMAN BANANA INN,117,233335105545,5.552293,-0.260795,THURSDAY,DANSOMAN SOITH,DANSOMAN,Opoku,Frank Opoku
DANSOMAN CRYSTAL BEAM,455,233356866358,5.53189,-0.229309,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
DANSOMAN EBENEZER DOWN,344,233195243946,5.535896,-0.226463,THURSDAY,DANSOMAN SOUTH,DANSOMAN,Opoku,Frank Opoku
DANSOMAN HANSONIC,217,233021293496,5.555266,-0.264584,WEDNESDAY,DANSOMAN CENTRAL,DANSOMAN,Opoku,Frank Opoku
DANSOMAN KEEP FIT,532,233146731918,5.5519284,-0.2420021,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
DANSOMAN LAST STOP,118,233132906794,5.573618,-0.252935,THURSDAY,DANSOMAN SOUTH,DANSOMAN,Opoku,Frank Opoku
DANSOMAN MARSHALLS,565,233598198909,5.54618,-0.245938,WEDNESDAY,DANSOMAN NORTH,DANSOMAN,Opoku,Frank Opoku
DANSOMAN ROUNDABOUT,64,233688813077,5.565305,-0.243391,THURSDAY,DANSOMAN WEST,DANSOMAN,Opoku,Frank Opoku
DANSOMAN RUSSIA 2,343,233980065843,5.536889,-0.210972,THURSDAY,DANSOMAN EAST,DANSOMAN,Opoku,Frank Opoku
DANSOMAN RUSSIA MARS,340,233821434317,5.578471,-0.257226,THURSDAY,DANSOMAN CENTRAL,DANSOMAN,Opoku,Frank Opoku
DANSOMAN SAHARA,177,233782498953,5.5285,-0.2723,FRIDAY,DAMSOMAN CENTRAL,DANSOMAN,Opoku,Frank Opoku
DANSOMAN TUNGA,294,233452583598,5.557057,-0.272763,THURSDAY,DANSOMAN SOUTH,DANSOMAN,Opoku,Frank Opoku
DARKUMAN CENTRE,73,233707226401,5.573618,-0.252935,THURSDAY,DANSOMAN NORTH,DANSOMAN,Opoku,Frank Opoku
KASOA AMERICAN DOWN,281,233357743381,5.584849,-0.278133,THURSDAY,NYANYANYO,KASOA,Opoku,Frank Opoku
KASOA APLAKU,534,233024374695,0,0,THURSDAY,APLAKU,KASOA,Opoku,Frank Opoku
KASOA FIIFI DOWN,120,233202301938,0,0,WEDNESDAY,NYANYANYO,KASOA,Opoku,Frank Opoku
KASOA MCCARTHY,382,233402739489,5.587584,-0.263946,THURSDAY,WEIJA,KASOA,Opoku,Frank Opoku
KASOA MILLENIUM CITY,533,233061169807,0,0,THURSDAY,NYANYANYO,KASOA,Opoku,Frank Opoku
KASOA TETEGU,257,233039520454,0,0,WEDNESDAY,WEIJA,KASOA,Opoku,Frank Opoku
KASOA WEST END,471,233974459509,0,0,THURSDAY,TN KASOA,KASOA,Opoku,Frank Opoku
KB ABOSSEY OKAI,512,233164772437,5.5369,-0.210962,THURSDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB ACCRA CENTRAL,460,233654576549,5.539235,-0.21356,THURSDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
KB AGEGE KARIKARI,206,233024411014,5.548161,-0.238761,THURSDAY,,BRITISH ACCRA,Opoku,Frank Opoku
KB AGEGE ZONE 6,234,233981422742,5.548243,-0.219499,THURSDAY,BRITISH ACCRA EAST,BRITISH ACCRA,Opoku,Frank Opoku
KB AMPLIFY ANAGKAZO HOSTEL,438,233267873108,5.535896,-0.226463,WEDNESDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB AMPLIFY KORLE GONNO,432,233672608089,5.534294,-0.211316,THURSDAY,,BRITISH ACCRA,Opoku,Frank Opoku
KB AMPLIFY SOZO,433,233698219899,5.534725,-0.232894,WEDNESDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB ARENA AMPLIFY,216,233248906808,5.535896,-0.226463,THURSDAY,BRITISH ACCRA WEST,BRITISH ACCRA,Opoku,Frank Opoku
KB GBESE,360,233286931053,5.535896,-0.226463,WEDNESDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
KB JAMESTOWN ANOINTING,518,233251154802,5.5146251,-0.4194613,THURSDAY,,BRITISH ACCRA,Opoku,Frank Opoku
KB JAMESTOWN BLOSSOM,517,233187184687,5.555755,-0.309885,THURSDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
KB JAMESTOWN FRUITFUL,513,233489317035,5.551928,-0.232441,THURSDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
KB JAMESTOWN HOLY SPIRIT,516,233298529885,5.484501,-0.4133941,THURSDAY,,BRITISH ACCRA,Opoku,Frank Opoku
KB JAMESTOWN MEGA CENTRE,515,233883035275,5.52284,-0.47426,WEDNESDAY,,BRITISH ACCRA,Opoku,Frank Opoku
KB JAMESTOWN OVERFLOW,514,233086460793,5.5303573,-0.4077162,WEDNESDAY,JAMESTOWN,BRITISH ACCRA,Opoku,Frank Opoku
